"Class","org.leores.math.Distribution$DistElement"
"0.6330022362403226","0.6340022362403226","93"
"0.6340022362403226","0.6350022362403226","127"
"0.6350022362403226","0.6360022362403226","111"
"0.6360022362403226","0.6370022362403226","107"
"0.6370022362403226","0.6380022362403226","109"
"0.6380022362403226","0.6390022362403226","110"
"0.6390022362403226","0.6400022362403226","108"
"0.6400022362403226","0.6410022362403226","109"
"0.6410022362403226","0.6420022362403226","106"
"0.6420022362403226","0.6430022362403226","100"
"0.6430022362403226","0.6440022362403226","105"
"0.6440022362403226","0.6450022362403226","112"
"0.6450022362403226","0.6460022362403226","110"
"0.6460022362403226","0.6470022362403226","115"
"0.6470022362403226","0.6480022362403226","83"
"0.6480022362403226","0.6490022362403226","100"
"0.6490022362403226","0.6500022362403226","99"
"0.6500022362403226","0.6510022362403226","85"
"0.6510022362403226","0.6520022362403226","96"
"0.6520022362403226","0.6530022362403226","95"
"0.6530022362403226","0.6540022362403226","102"
"0.6540022362403226","0.6550022362403226","95"
"0.6550022362403226","0.6560022362403226","86"
"0.6560022362403226","0.6570022362403226","72"
"0.6570022362403226","0.6580022362403226","105"
"0.6580022362403226","0.6590022362403226","87"
"0.6590022362403226","0.6600022362403226","94"
"0.6600022362403226","0.6610022362403226","96"
"0.6610022362403226","0.6620022362403226","93"
"0.6620022362403226","0.6630022362403226","128"
"0.6630022362403226","0.6640022362403226","98"
"0.6640022362403226","0.6650022362403226","95"
"0.6650022362403226","0.6660022362403226","95"
"0.6660022362403226","0.6670022362403226","95"
"0.6670022362403226","0.6680022362403226","107"
"0.6680022362403226","0.6690022362403226","105"
"0.6690022362403226","0.6700022362403226","110"
"0.6700022362403226","0.6710022362403226","108"
"0.6710022362403226","0.6720022362403226","94"
"0.6720022362403226","0.6730022362403226","94"
"0.6730022362403226","0.6740022362403226","92"
"0.6740022362403226","0.6750022362403226","108"
"0.6750022362403226","0.6760022362403226","106"
"0.6760022362403226","0.6770022362403226","94"
"0.6770022362403226","0.6780022362403226","99"
"0.6780022362403226","0.6790022362403226","110"
"0.6790022362403226","0.6800022362403226","78"
"0.6800022362403226","0.6810022362403226","95"
"0.6810022362403226","0.6820022362403226","97"
"0.6820022362403226","0.6830022362403226","109"
"0.6830022362403226","0.6840022362403226","85"
"0.6840022362403226","0.6850022362403226","114"
"0.6850022362403226","0.6860022362403226","98"
"0.6860022362403226","0.6870022362403226","101"
"0.6870022362403226","0.6880022362403226","89"
"0.6880022362403226","0.6890022362403226","90"
"0.6890022362403226","0.6900022362403226","106"
"0.6900022362403226","0.6910022362403226","95"
"0.6910022362403226","0.6920022362403226","100"
"0.6920022362403226","0.6930022362403226","94"
"0.6930022362403226","0.6940022362403226","110"
"0.6940022362403226","0.6950022362403226","90"
"0.6950022362403226","0.6960022362403226","98"
"0.6960022362403226","0.6970022362403226","94"
"0.6970022362403226","0.6980022362403226","112"
"0.6980022362403226","0.6990022362403226","98"
"0.6990022362403226","0.7000022362403227","86"
"0.7000022362403227","0.7010022362403227","94"
"0.7010022362403227","0.7020022362403227","95"
"0.7020022362403227","0.7030022362403227","101"
"0.7030022362403227","0.7040022362403227","105"
"0.7040022362403227","0.7050022362403225","97"
"0.7050022362403225","0.7060022362403225","98"
"0.7060022362403225","0.7070022362403225","107"
"0.7070022362403225","0.7080022362403225","106"
"0.7080022362403225","0.7090022362403225","89"
"0.7090022362403225","0.7100022362403225","104"
"0.7100022362403225","0.7110022362403225","83"
"0.7110022362403225","0.7120022362403226","99"
"0.7120022362403226","0.7130022362403226","112"
"0.7130022362403226","0.7140022362403226","120"
"0.7140022362403226","0.7150022362403226","91"
"0.7150022362403226","0.7160022362403226","121"
"0.7160022362403226","0.7170022362403226","94"
"0.7170022362403226","0.7180022362403226","100"
"0.7180022362403226","0.7190022362403226","120"
"0.7190022362403226","0.7200022362403226","95"
"0.7200022362403226","0.7210022362403226","97"
"0.7210022362403226","0.7220022362403226","109"
"0.7220022362403226","0.7230022362403226","93"
"0.7230022362403226","0.7240022362403226","95"
"0.7240022362403226","0.7250022362403226","95"
"0.7250022362403226","0.7260022362403226","93"
"0.7260022362403226","0.7270022362403226","113"
"0.7270022362403226","0.7280022362403226","98"
"0.7280022362403226","0.7290022362403226","110"
"0.7290022362403226","0.7300022362403226","120"
"0.7300022362403226","0.7310022362403226","97"
"0.7310022362403226","0.7320022362403226","98"
"0.7320022362403226","0.7330022362403226","97"
"0.7330022362403226","0.7340022362403226","100"
"0.7340022362403226","0.7350022362403226","121"
"0.7350022362403226","0.7360022362403226","89"
"0.7360022362403226","0.7370022362403226","109"
"0.7370022362403226","0.7380022362403226","113"
"0.7380022362403226","0.7390022362403226","91"
"0.7390022362403226","0.7400022362403226","109"
"0.7400022362403226","0.7410022362403226","94"
"0.7410022362403226","0.7420022362403226","99"
"0.7420022362403226","0.7430022362403226","99"
"0.7430022362403226","0.7440022362403226","98"
"0.7440022362403226","0.7450022362403226","104"
"0.7450022362403226","0.7460022362403226","91"
"0.7460022362403226","0.7470022362403226","99"
"0.7470022362403226","0.7480022362403226","96"
"0.7480022362403226","0.7490022362403226","86"
"0.7490022362403226","0.7500022362403226","89"
"0.7500022362403226","0.7510022362403226","83"
"0.7510022362403226","0.7520022362403226","79"
"0.7520022362403226","0.7530022362403226","112"
"0.7530022362403226","0.7540022362403226","102"
"0.7540022362403226","0.7550022362403226","99"
"0.7550022362403226","0.7560022362403226","98"
"0.7560022362403226","0.7570022362403226","112"
"0.7570022362403226","0.7580022362403226","97"
"0.7580022362403226","0.7590022362403226","95"
"0.7590022362403226","0.7600022362403226","94"
"0.7600022362403226","0.7610022362403226","83"
"0.7610022362403226","0.7620022362403226","96"
"0.7620022362403226","0.7630022362403226","92"
"0.7630022362403226","0.7640022362403226","95"
"0.7640022362403226","0.7650022362403226","103"
"0.7650022362403226","0.7660022362403226","92"
"0.7660022362403226","0.7670022362403226","106"
"0.7670022362403226","0.7680022362403226","98"
"0.7680022362403226","0.7690022362403226","103"
"0.7690022362403226","0.7700022362403226","90"
"0.7700022362403226","0.7710022362403226","91"
"0.7710022362403226","0.7720022362403226","109"
"0.7720022362403226","0.7730022362403226","98"
"0.7730022362403226","0.7740022362403226","95"
"0.7740022362403226","0.7750022362403226","92"
"0.7750022362403226","0.7760022362403226","91"
"0.7760022362403226","0.7770022362403226","105"
"0.7770022362403226","0.7780022362403226","102"
"0.7780022362403226","0.7790022362403226","113"
"0.7790022362403226","0.7800022362403226","100"
"0.7800022362403226","0.7810022362403226","98"
"0.7810022362403226","0.7820022362403226","104"
"0.7820022362403226","0.7830022362403226","96"
"0.7830022362403226","0.7840022362403226","96"
"0.7840022362403226","0.7850022362403226","101"
"0.7850022362403226","0.7860022362403226","107"
"0.7860022362403226","0.7870022362403226","94"
"0.7870022362403226","0.7880022362403226","107"
"0.7880022362403226","0.7890022362403226","96"
"0.7890022362403226","0.7900022362403226","97"
"0.7900022362403226","0.7910022362403226","103"
"0.7910022362403226","0.7920022362403226","100"
"0.7920022362403226","0.7930022362403226","105"
"0.7930022362403226","0.7940022362403226","105"
"0.7940022362403226","0.7950022362403226","98"
"0.7950022362403226","0.7960022362403226","93"
"0.7960022362403226","0.7970022362403226","114"
"0.7970022362403226","0.7980022362403226","101"
"0.7980022362403226","0.7990022362403226","85"
"0.7990022362403226","0.8000022362403226","92"
"0.8000022362403226","0.8010022362403226","100"
"0.8010022362403226","0.8020022362403226","110"
"0.8020022362403226","0.8030022362403226","99"
"0.8030022362403226","0.8040022362403226","110"
"0.8040022362403226","0.8050022362403226","101"
"0.8050022362403226","0.8060022362403226","113"
"0.8060022362403226","0.8070022362403226","118"
"0.8070022362403226","0.8080022362403226","104"
"0.8080022362403226","0.8090022362403226","104"
"0.8090022362403226","0.8100022362403226","109"
"0.8100022362403226","0.8110022362403226","91"
"0.8110022362403226","0.8120022362403226","111"
"0.8120022362403226","0.8130022362403226","78"
"0.8130022362403226","0.8140022362403226","102"
"0.8140022362403226","0.8150022362403226","109"
"0.8150022362403226","0.8160022362403226","81"
"0.8160022362403226","0.8170022362403226","90"
"0.8170022362403226","0.8180022362403226","97"
"0.8180022362403226","0.8190022362403226","91"
"0.8190022362403226","0.8200022362403226","121"
"0.8200022362403226","0.8210022362403226","112"
"0.8210022362403226","0.8220022362403226","99"
"0.8220022362403226","0.8230022362403226","101"
"0.8230022362403226","0.8240022362403226","86"
"0.8240022362403226","0.8250022362403227","105"
"0.8250022362403227","0.8260022362403227","101"
"0.8260022362403227","0.8270022362403227","104"
"0.8270022362403227","0.8280022362403227","87"
"0.8280022362403227","0.8290022362403227","82"
"0.8290022362403227","0.8300022362403227","103"
"0.8300022362403227","0.8310022362403227","100"
"0.8310022362403227","0.8320022362403225","107"
"0.8320022362403225","0.8330022362403225","114"
"0.8330022362403225","0.8340022362403225","91"
"0.8340022362403225","0.8350022362403225","105"
"0.8350022362403225","0.8360022362403225","90"
"0.8360022362403225","0.8370022362403226","97"
"0.8370022362403226","0.8380022362403226","94"
"0.8380022362403226","0.8390022362403226","100"
"0.8390022362403226","0.8400022362403226","94"
"0.8400022362403226","0.8410022362403226","93"
"0.8410022362403226","0.8420022362403226","105"
"0.8420022362403226","0.8430022362403226","115"
"0.8430022362403226","0.8440022362403226","104"
"0.8440022362403226","0.8450022362403226","98"
"0.8450022362403226","0.8460022362403226","101"
"0.8460022362403226","0.8470022362403226","109"
"0.8470022362403226","0.8480022362403226","107"
"0.8480022362403226","0.8490022362403226","102"
"0.8490022362403226","0.8500022362403226","106"
"0.8500022362403226","0.8510022362403226","91"
"0.8510022362403226","0.8520022362403226","92"
"0.8520022362403226","0.8530022362403226","112"
"0.8530022362403226","0.8540022362403226","110"
"0.8540022362403226","0.8550022362403226","105"
"0.8550022362403226","0.8560022362403226","106"
"0.8560022362403226","0.8570022362403226","101"
"0.8570022362403226","0.8580022362403226","105"
"0.8580022362403226","0.8590022362403226","98"
"0.8590022362403226","0.8600022362403226","97"
"0.8600022362403226","0.8610022362403226","96"
"0.8610022362403226","0.8620022362403226","110"
"0.8620022362403226","0.8630022362403226","105"
"0.8630022362403226","0.8640022362403226","100"
"0.8640022362403226","0.8650022362403226","105"
"0.8650022362403226","0.8660022362403226","104"
"0.8660022362403226","0.8670022362403226","93"
"0.8670022362403226","0.8680022362403226","109"
"0.8680022362403226","0.8690022362403226","78"
"0.8690022362403226","0.8700022362403226","94"
"0.8700022362403226","0.8710022362403226","106"
"0.8710022362403226","0.8720022362403226","113"
"0.8720022362403226","0.8730022362403226","97"
"0.8730022362403226","0.8740022362403226","106"
"0.8740022362403226","0.8750022362403226","110"
"0.8750022362403226","0.8760022362403226","107"
"0.8760022362403226","0.8770022362403226","94"
"0.8770022362403226","0.8780022362403226","105"
"0.8780022362403226","0.8790022362403226","95"
"0.8790022362403226","0.8800022362403226","112"
"0.8800022362403226","0.8810022362403226","104"
"0.8810022362403226","0.8820022362403226","87"
"0.8820022362403226","0.8830022362403226","109"
"0.8830022362403226","0.8840022362403226","101"
"0.8840022362403226","0.8850022362403226","94"
"0.8850022362403226","0.8860022362403226","93"
"0.8860022362403226","0.8870022362403226","88"
"0.8870022362403226","0.8880022362403226","109"
"0.8880022362403226","0.8890022362403226","93"
"0.8890022362403226","0.8900022362403226","93"
"0.8900022362403226","0.8910022362403226","99"
"0.8910022362403226","0.8920022362403226","100"
"0.8920022362403226","0.8930022362403226","114"
"0.8930022362403226","0.8940022362403226","115"
"0.8940022362403226","0.8950022362403226","101"
"0.8950022362403226","0.8960022362403226","88"
"0.8960022362403226","0.8970022362403226","86"
"0.8970022362403226","0.8980022362403226","109"
"0.8980022362403226","0.8990022362403226","110"
"0.8990022362403226","0.9000022362403226","96"
"0.9000022362403226","0.9010022362403226","107"
"0.9010022362403226","0.9020022362403226","103"
"0.9020022362403226","0.9030022362403226","88"
"0.9030022362403226","0.9040022362403226","90"
"0.9040022362403226","0.9050022362403226","96"
"0.9050022362403226","0.9060022362403226","102"
"0.9060022362403226","0.9070022362403226","96"
"0.9070022362403226","0.9080022362403226","106"
"0.9080022362403226","0.9090022362403226","86"
"0.9090022362403226","0.9100022362403226","102"
"0.9100022362403226","0.9110022362403226","88"
"0.9110022362403226","0.9120022362403226","111"
"0.9120022362403226","0.9130022362403226","119"
"0.9130022362403226","0.9140022362403226","107"
"0.9140022362403226","0.9150022362403226","99"
"0.9150022362403226","0.9160022362403226","82"
"0.9160022362403226","0.9170022362403226","87"
"0.9170022362403226","0.9180022362403226","106"
"0.9180022362403226","0.9190022362403226","85"
"0.9190022362403226","0.9200022362403226","94"
"0.9200022362403226","0.9210022362403226","101"
"0.9210022362403226","0.9220022362403226","105"
"0.9220022362403226","0.9230022362403226","103"
"0.9230022362403226","0.9240022362403226","94"
"0.9240022362403226","0.9250022362403226","100"
"0.9250022362403226","0.9260022362403226","105"
"0.9260022362403226","0.9270022362403226","97"
"0.9270022362403226","0.9280022362403226","102"
"0.9280022362403226","0.9290022362403226","108"
"0.9290022362403226","0.9300022362403226","86"
"0.9300022362403226","0.9310022362403226","107"
"0.9310022362403226","0.9320022362403226","104"
"0.9320022362403226","0.9330022362403226","105"
"0.9330022362403226","0.9340022362403226","116"
"0.9340022362403226","0.9350022362403226","85"
"0.9350022362403226","0.9360022362403226","90"
"0.9360022362403226","0.9370022362403226","113"
"0.9370022362403226","0.9380022362403226","107"
"0.9380022362403226","0.9390022362403226","85"
"0.9390022362403226","0.9400022362403226","113"
"0.9400022362403226","0.9410022362403226","88"
"0.9410022362403226","0.9420022362403226","119"
"0.9420022362403226","0.9430022362403226","99"
"0.9430022362403226","0.9440022362403226","93"
"0.9440022362403226","0.9450022362403226","100"
"0.9450022362403226","0.9460022362403226","85"
"0.9460022362403226","0.9470022362403226","105"
"0.9470022362403226","0.9480022362403226","104"
"0.9480022362403226","0.9490022362403226","101"
"0.9490022362403226","0.9500022362403227","108"
"0.9500022362403227","0.9510022362403227","101"
"0.9510022362403227","0.9520022362403227","107"
"0.9520022362403227","0.9530022362403227","111"
"0.9530022362403227","0.9540022362403227","96"
"0.9540022362403227","0.9550022362403227","91"
"0.9550022362403227","0.9560022362403227","83"
"0.9560022362403227","0.9570022362403227","94"
"0.9570022362403227","0.9580022362403227","102"
"0.9580022362403227","0.9590022362403227","87"
"0.9590022362403227","0.9600022362403227","93"
"0.9600022362403227","0.9610022362403225","120"
"0.9610022362403225","0.9620022362403226","84"
"0.9620022362403226","0.9630022362403226","90"
"0.9630022362403226","0.9640022362403226","111"
"0.9640022362403226","0.9650022362403226","97"
"0.9650022362403226","0.9660022362403226","102"
"0.9660022362403226","0.9670022362403226","101"
"0.9670022362403226","0.9680022362403226","95"
"0.9680022362403226","0.9690022362403226","97"
"0.9690022362403226","0.9700022362403226","114"
"0.9700022362403226","0.9710022362403226","103"
"0.9710022362403226","0.9720022362403226","99"
"0.9720022362403226","0.9730022362403226","91"
"0.9730022362403226","0.9740022362403226","105"
"0.9740022362403226","0.9750022362403226","95"
"0.9750022362403226","0.9760022362403226","85"
"0.9760022362403226","0.9770022362403226","126"
"0.9770022362403226","0.9780022362403226","103"
"0.9780022362403226","0.9790022362403226","115"
"0.9790022362403226","0.9800022362403226","95"
"0.9800022362403226","0.9810022362403226","98"
"0.9810022362403226","0.9820022362403226","114"
"0.9820022362403226","0.9830022362403226","104"
"0.9830022362403226","0.9840022362403226","106"
"0.9840022362403226","0.9850022362403226","102"
"0.9850022362403226","0.9860022362403226","89"
"0.9860022362403226","0.9870022362403226","98"
"0.9870022362403226","0.9880022362403226","91"
"0.9880022362403226","0.9890022362403226","116"
"0.9890022362403226","0.9900022362403226","103"
"0.9900022362403226","0.9910022362403226","128"
"0.9910022362403226","0.9920022362403226","95"
"0.9920022362403226","0.9930022362403226","112"
"0.9930022362403226","0.9940022362403226","103"
"0.9940022362403226","0.9950022362403226","109"
"0.9950022362403226","0.9960022362403226","104"
"0.9960022362403226","0.9970022362403226","100"
"0.9970022362403226","0.9980022362403226","93"
"0.9980022362403226","0.9990022362403226","80"
"0.9990022362403226","1.0000022362403227","93"
"EndData"
