Networks 0 10 1000 null
697 615 false null null
664 660 false null null
670 600 false null null
682 663 false null null
624 669 false null null
659 658 false null null
653 621 false null null
672 611 false null null
691 687 false null null
651 653 false null null
684 671 false null null
658 688 false null null
641 691 false null null
690 627 false null null
697 620 false null null
609 685 false null null
609 634 false null null
695 616 false null null
609 699 false null null
679 614 false null null
683 675 false null null
633 697 false null null
622 685 false null null
683 676 false null null
651 625 false null null
643 686 false null null
680 634 false null null
604 654 false null null
699 657 false null null
EndNetwork
Network 7 100 214 null
InDegree avgK:0.0 avgK2:0.0 [100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
OutDegree avgK:0.0 avgK2:0.0 [100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
UndirectedDegree avgK:4.28 avgK2:21.26 [0, 0, 0, 47, 22, 12, 7, 5, 3, 2, 2]
Nodes
700 701 702 703 704 705 706 707 708 709 710 711 712 713 714 715 716 717 718 719 720 
721 722 723 724 725 726 727 728 729 730 731 732 733 734 735 736 737 738 739 740 
741 742 743 744 745 746 747 748 749 750 751 752 753 754 755 756 757 758 759 760 
761 762 763 764 765 766 767 768 769 770 771 772 773 774 775 776 777 778 779 780 
781 782 783 784 785 786 787 788 789 790 791 792 793 794 795 796 797 798 799 
Links
780 700 false null null
783 790 false null null
721 726 false null null
796 715 false null null
794 721 false null null
711 750 false null null
797 713 false null null
717 747 false null null
713 763 false null null
744 726 false null null
791 784 false null null
750 787 false null null
778 743 false null null
792 785 false null null
794 743 false null null
742 758 false null null
754 706 false null null
794 725 false null null
788 760 false null null
749 797 false null null
796 769 false null null
710 720 false null null
781 717 false null null
777 796 false null null
787 751 false null null
748 730 false null null
755 787 false null null
757 736 false null null
737 741 false null null
788 766 false null null
789 768 false null null
786 784 false null null
758 799 false null null
797 751 false null null
749 796 false null null
723 707 false null null
765 780 false null null
712 705 false null null
736 780 false null null
785 794 false null null
767 778 false null null
791 799 false null null
797 719 false null null
789 761 false null null
706 768 false null null
794 760 false null null
789 791 false null null
754 790 false null null
791 733 false null null
783 782 false null null
737 711 false null null
756 780 false null null
786 778 false null null
762 774 false null null
734 737 false null null
739 708 false null null
786 758 false null null
704 760 false null null
722 785 false null null
792 708 false null null
755 792 false null null
787 764 false null null
763 791 false null null
777 774 false null null
776 769 false null null
756 798 false null null
702 798 false null null
714 785 false null null
793 779 false null null
720 772 false null null
733 715 false null null
750 793 false null null
755 799 false null null
757 773 false null null
775 718 false null null
700 701 false null null
760 786 false null null
778 762 false null null
710 732 false null null
799 729 false null null
786 752 false null null
798 772 false null null
782 790 false null null
762 745 false null null
795 740 false null null
784 789 false null null
779 724 false null null
763 778 false null null
772 703 false null null
723 701 false null null
777 780 false null null
788 744 false null null
769 785 false null null
768 759 false null null
726 799 false null null
743 724 false null null
791 796 false null null
751 798 false null null
712 728 false null null
759 747 false null null
706 734 false null null
773 764 false null null
709 793 false null null
747 786 false null null
728 705 false null null
790 709 false null null
716 795 false null null
779 784 false null null
793 735 false null null
799 789 false null null
795 733 false null null
792 783 false null null
749 752 false null null
716 740 false null null
787 784 false null null
761 796 false null null
702 790 false null null
722 782 false null null
772 782 false null null
762 773 false null null
724 775 false null null
702 714 false null null
798 730 false null null
788 795 false null null
798 775 false null null
718 738 false null null
793 745 false null null
772 781 false null null
793 768 false null null
751 727 false null null
781 731 false null null
736 723 false null null
750 782 false null null
753 770 false null null
767 756 false null null
771 788 false null null
781 798 false null null
799 757 false null null
710 783 false null null
718 782 false null null
735 771 false null null
714 779 false null null
711 754 false null null
781 773 false null null
763 793 false null null
795 765 false null null
731 777 false null null
789 722 false null null
783 776 false null null
732 794 false null null
776 707 false null null
761 754 false null null
766 761 false null null
784 777 false null null
731 746 false null null
794 793 false null null
746 752 false null null
783 748 false null null
746 717 false null null
708 745 false null null
799 756 false null null
757 744 false null null
795 798 false null null
729 713 false null null
703 781 false null null
769 773 false null null
796 798 false null null
728 765 false null null
797 771 false null null
796 771 false null null
795 764 false null null
799 725 false null null
775 749 false null null
720 753 false null null
730 701 false null null
792 741 false null null
747 767 false null null
704 753 false null null
788 797 false null null
742 797 false null null
797 776 false null null
705 774 false null null
794 740 false null null
727 769 false null null
788 759 false null null
770 719 false null null
798 703 false null null
735 770 false null null
739 790 false null null
738 791 false null null
752 775 false null null
739 727 false null null
797 741 false null null
785 758 false null null
755 771 false null null
789 725 false null null
766 734 false null null
792 700 false null null
767 795 false null null
707 704 false null null
790 732 false null null
729 748 false null null
721 719 false null null
715 770 false null null
787 759 false null null
742 779 false null null
774 753 false null null
770 712 false null null
766 792 false null null
716 709 false null null
765 776 false null null
764 738 false null null
796 774 false null null
799 748 false null null
EndNetwork
Network 8 100 213 null
InDegree avgK:0.0 avgK2:0.0 [100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
OutDegree avgK:0.0 avgK2:0.0 [100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
UndirectedDegree avgK:4.26 avgK2:21.06 [0, 0, 0, 47, 23, 12, 6, 5, 3, 2, 2]
Nodes
800 801 802 803 804 805 806 807 808 809 810 811 812 813 814 815 816 817 818 819 820 
821 822 823 824 825 826 827 828 829 830 831 832 833 834 835 836 837 838 839 840 
841 842 843 844 845 846 847 848 849 850 851 852 853 854 855 856 857 858 859 860 
861 862 863 864 865 866 867 868 869 870 871 872 873 874 875 876 877 878 879 880 
881 882 883 884 885 886 887 888 889 890 891 892 893 894 895 896 897 898 899 
Links
815 846 false null null
874 861 false null null
899 870 false null null
895 810 false null null
870 869 false null null
878 889 false null null
827 821 false null null
861 848 false null null
873 896 false null null
844 853 false null null
850 894 false null null
856 863 false null null
879 807 false null null
890 884 false null null
832 893 false null null
895 819 false null null
886 838 false null null
850 886 false null null
890 820 false null null
876 839 false null null
812 842 false null null
868 888 false null null
813 893 false null null
829 800 false null null
828 858 false null null
847 869 false null null
827 894 false null null
883 814 false null null
804 823 false null null
815 865 false null null
801 832 false null null
883 812 false null null
823 837 false null null
831 898 false null null
899 808 false null null
874 871 false null null
800 891 false null null
897 879 false null null
802 897 false null null
808 876 false null null
842 886 false null null
833 830 false null null
860 826 false null null
856 884 false null null
888 824 false null null
852 882 false null null
806 855 false null null
862 807 false null null
873 864 false null null
895 889 false null null
898 851 false null null
817 861 false null null
888 804 false null null
878 814 false null null
877 826 false null null
849 872 false null null
893 899 false null null
882 881 false null null
899 803 false null null
844 820 false null null
875 838 false null null
867 825 false null null
875 873 false null null
821 889 false null null
897 899 false null null
878 898 false null null
881 891 false null null
852 851 false null null
851 880 false null null
896 848 false null null
873 818 false null null
866 893 false null null
890 885 false null null
836 878 false null null
823 890 false null null
866 897 false null null
896 809 false null null
847 885 false null null
883 803 false null null
817 841 false null null
811 813 false null null
877 811 false null null
875 884 false null null
887 890 false null null
883 882 false null null
885 816 false null null
892 887 false null null
871 809 false null null
822 867 false null null
856 878 false null null
896 883 false null null
841 891 false null null
897 885 false null null
844 812 false null null
897 857 false null null
805 855 false null null
885 814 false null null
862 872 false null null
894 822 false null null
889 898 false null null
895 886 false null null
830 817 false null null
851 892 false null null
869 832 false null null
824 864 false null null
827 892 false null null
896 870 false null null
816 807 false null null
882 845 false null null
893 831 false null null
882 846 false null null
895 821 false null null
861 849 false null null
848 831 false null null
850 857 false null null
885 859 false null null
899 882 false null null
822 880 false null null
854 870 false null null
871 858 false null null
864 801 false null null
860 806 false null null
862 835 false null null
875 859 false null null
899 860 false null null
871 898 false null null
893 895 false null null
809 898 false null null
864 841 false null null
836 863 false null null
824 846 false null null
888 858 false null null
888 849 false null null
890 895 false null null
877 870 false null null
840 897 false null null
876 825 false null null
834 894 false null null
884 867 false null null
873 839 false null null
897 880 false null null
883 869 false null null
867 892 false null null
894 853 false null null
828 813 false null null
875 855 false null null
886 843 false null null
899 852 false null null
865 833 false null null
852 834 false null null
854 856 false null null
881 801 false null null
819 836 false null null
853 837 false null null
895 894 false null null
843 891 false null null
898 805 false null null
898 881 false null null
818 847 false null null
818 877 false null null
859 810 false null null
842 889 false null null
892 854 false null null
860 820 false null null
896 893 false null null
879 858 false null null
894 839 false null null
802 811 false null null
805 869 false null null
854 884 false null null
819 806 false null null
837 865 false null null
881 894 false null null
896 886 false null null
868 835 false null null
840 880 false null null
829 899 false null null
884 876 false null null
889 857 false null null
857 896 false null null
877 845 false null null
803 868 false null null
897 891 false null null
829 849 false null null
804 874 false null null
892 855 false null null
880 863 false null null
881 874 false null null
874 889 false null null
872 859 false null null
838 898 false null null
866 808 false null null
896 872 false null null
888 835 false null null
833 868 false null null
887 879 false null null
891 899 false null null
843 802 false null null
890 845 false null null
866 862 false null null
826 887 false null null
898 891 false null null
872 853 false null null
825 887 false null null
850 847 false null null
840 893 false null null
876 816 false null null
892 888 false null null
810 863 false null null
871 865 false null null
834 848 false null null
815 830 false null null
800 828 false null null
EndNetwork
Network 9 100 214 null
InDegree avgK:0.0 avgK2:0.0 [100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
OutDegree avgK:0.0 avgK2:0.0 [100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
UndirectedDegree avgK:4.28 avgK2:21.26 [0, 0, 0, 47, 22, 12, 7, 5, 3, 2, 2]
Nodes
900 901 902 903 904 905 906 907 908 909 910 911 912 913 914 915 916 917 918 919 920 
921 922 923 924 925 926 927 928 929 930 931 932 933 934 935 936 937 938 939 940 
941 942 943 944 945 946 947 948 949 950 951 952 953 954 955 956 957 958 959 960 
961 962 963 964 965 966 967 968 969 970 971 972 973 974 975 976 977 978 979 980 
981 982 983 984 985 986 987 988 989 990 991 992 993 994 995 996 997 998 999 
Links
905 938 false null null
970 940 false null null
989 978 false null null
938 936 false null null
974 996 false null null
956 984 false null null
985 925 false null null
960 999 false null null
996 981 false null null
949 993 false null null
997 996 false null null
976 987 false null null
963 953 false null null
912 977 false null null
951 956 false null null
971 983 false null null
989 964 false null null
984 929 false null null
994 960 false null null
996 941 false null null
931 967 false null null
999 973 false null null
913 921 false null null
945 957 false null null
924 979 false null null
945 932 false null null
922 958 false null null
922 998 false null null
982 936 false null null
950 969 false null null
908 916 false null null
968 992 false null null
907 982 false null null
990 918 false null null
976 964 false null null
944 961 false null null
978 959 false null null
915 992 false null null
939 942 false null null
913 909 false null null
998 920 false null null
940 914 false null null
926 972 false null null
998 958 false null null
999 976 false null null
990 978 false null null
972 998 false null null
996 983 false null null
902 947 false null null
962 919 false null null
993 969 false null null
994 979 false null null
978 988 false null null
954 906 false null null
970 916 false null null
939 977 false null null
959 912 false null null
963 981 false null null
931 944 false null null
987 914 false null null
985 907 false null null
919 952 false null null
962 977 false null null
997 966 false null null
975 961 false null null
991 997 false null null
996 960 false null null
974 955 false null null
997 988 false null null
930 986 false null null
905 935 false null null
988 904 false null null
991 969 false null null
965 951 false null null
942 944 false null null
989 966 false null null
995 910 false null null
965 989 false null null
935 992 false null null
972 950 false null null
986 941 false null null
983 942 false null null
957 943 false null null
937 989 false null null
980 962 false null null
983 967 false null null
961 967 false null null
954 943 false null null
927 975 false null null
923 998 false null null
972 928 false null null
918 999 false null null
989 976 false null null
925 939 false null null
935 999 false null null
946 937 false null null
950 959 false null null
919 953 false null null
995 973 false null null
903 925 false null null
943 901 false null null
985 949 false null null
967 971 false null null
994 991 false null null
995 986 false null null
917 907 false null null
990 952 false null null
930 991 false null null
952 970 false null null
988 992 false null null
974 953 false null null
954 960 false null null
994 987 false null null
964 936 false null null
969 999 false null null
999 963 false null null
993 933 false null null
951 927 false null null
998 997 false null null
984 951 false null null
922 995 false null null
973 980 false null null
926 949 false null null
988 971 false null null
983 956 false null null
934 968 false null null
965 970 false null null
990 969 false null null
985 986 false null null
918 948 false null null
958 973 false null null
946 996 false null null
947 979 false null null
998 900 false null null
958 991 false null null
985 980 false null null
977 981 false null null
971 962 false null null
904 993 false null null
983 934 false null null
923 945 false null null
979 946 false null null
947 966 false null null
981 957 false null null
994 927 false null null
982 933 false null null
901 914 false null null
947 932 false null null
968 998 false null null
971 949 false null null
940 901 false null null
929 965 false null null
989 930 false null null
993 903 false null null
997 954 false null null
917 982 false null null
982 955 false null null
921 928 false null null
941 972 false null null
906 996 false null null
990 995 false null null
915 993 false null null
997 902 false null null
952 979 false null null
974 994 false null null
917 978 false null null
984 994 false null null
908 948 false null null
909 994 false null null
982 956 false null null
957 904 false null null
909 920 false null null
931 920 false null null
923 987 false null null
984 911 false null null
990 900 false null null
910 921 false null null
926 987 false null null
912 934 false null null
933 999 false null null
998 975 false null null
961 986 false null null
988 963 false null null
980 948 false null null
998 928 false null null
995 900 false null null
976 938 false null null
988 955 false null null
916 987 false null null
970 992 false null null
991 913 false null null
991 986 false null null
975 932 false null null
911 948 false null null
993 937 false null null
985 911 false null null
977 975 false null null
992 910 false null null
966 950 false null null
995 953 false null null
968 974 false null null
906 955 false null null
902 996 false null null
973 984 false null null
905 999 false null null
929 990 false null null
959 980 false null null
964 915 false null null
997 924 false null null
997 908 false null null
999 995 false null null
992 924 false null null
981 903 false null null
981 993 false null null
EndNetwork
EndNetworks
